Fp1 Fz F3 F7 FC5 FC1 C3 T7 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 CP6 CP2 FCz C4 T8 FC6 FC2 F4 F8 Fp2 AF7 AF3 Fpz F1 F5 FT7 FC3 C1 C5 CP3 CPz P1 P5 PO7 PO3 POz PO4 PO8 P6 P2 CP4 C6 C2 FC4 FT8 F6 F2 AF4 AF8 Cz AFz
1.9780 2.7711 3.4085 1.4765 0.5525 0.7657 0.6995 1.0365 0.4715 0.4530 0.6188 0.6138 0.6100 0.8066 0.8539 0.9297 0.6024 0.7353 0.8431 0.3267 1.2275 0.5426 0.7384 0.5291 0.6605 2.1511 2.3146 2.4760 1.8357 3.9121 2.4368 1.6613 2.1338 0.6838 0.7488 0.5588 0.4980 0.5428 0.8234 0.5337 0.7170 1.0212 0.9000 1.0898 0.9737 0.9339 0.8767 0.4630 0.5731 0.7134 0.6999 0.7029 0.8863 2.8432 3.3850 2.5689 2.7673 0.7423 2.2545
28.7023 43.0729 79.3366 33.6489 8.2569 12.2108 12.1327 15.9719 6.2289 5.9565 7.8480 6.8913 7.2891 10.3577 9.9280 11.2283 6.6898 9.3978 9.2471 4.5800 22.8810 10.3563 10.9745 7.5742 12.5546 42.3440 65.4474 26.5119 35.6534 85.3323 26.4935 17.4508 45.0610 7.8308 7.2838 7.2117 10.1812 7.0158 14.7035 5.8459 9.5972 12.2599 11.3861 13.2315 11.6448 11.0694 9.6677 5.6899 6.4039 14.0074 12.2900 11.4816 13.7905 75.7544 40.8814 37.5444 50.7153 10.3018 23.0227
654.3022 898.2678 1149.0155 423.6179 192.6464 257.8775 264.1414 393.3828 182.6211 157.4536 218.3625 194.6576 199.7130 340.9612 337.6270 386.9643 183.3393 297.5769 249.7583 125.2115 427.0816 212.9690 278.2131 174.0044 241.8023 608.5596 776.4347 630.2897 567.3417 1371.2847 656.3044 472.5551 687.7137 234.8371 229.0289 218.4778 191.3138 203.4675 302.4403 165.4236 240.3260 391.6414 328.8205 395.1827 376.4730 411.2747 276.0667 158.7377 180.0978 220.0271 256.7631 287.7159 333.3875 889.2877 814.1190 702.5739 759.3702 262.1150 669.9944
1302.9967 1710.9103 1519.0090 573.7833 372.8567 485.3159 449.5807 732.3416 440.6603 327.9183 461.8323 500.0791 479.8395 679.8795 667.4230 705.8914 469.3769 706.8581 638.7583 255.5057 748.4048 434.8315 573.3352 344.7305 411.8726 1001.6483 806.7353 1555.1621 960.8844 1900.9701 1533.5125 1129.8679 1028.8691 528.8044 572.1497 445.1530 304.1510 471.6134 543.1826 395.6309 562.8885 881.8312 700.9058 786.3748 726.0861 826.7508 804.5281 363.9221 445.8753 412.0759 465.4576 482.5854 657.4910 1008.7770 1503.7609 1493.8564 1319.3969 543.0944 1666.0149
1579.4266 1868.8320 1554.0514 461.8396 366.3368 483.0345 354.9043 565.7352 494.7146 324.9945 448.3466 549.2629 429.3667 587.5397 525.3884 536.8713 505.5346 598.8563 677.2303 226.0740 746.6583 429.2296 457.0864 291.6724 404.1227 1153.2621 526.8671 2083.4419 1093.2297 2002.5804 1903.2164 1524.5874 997.4767 438.4217 564.7640 410.0941 303.4149 512.3432 453.9973 432.4555 551.9786 724.0674 666.9957 707.4616 595.1682 673.5663 837.5520 336.1542 457.8967 390.3549 419.6626 419.6777 507.1985 883.7943 1640.4307 1973.4882 1362.8904 514.4128 2042.4856
1338.7638 1660.3143 1711.9960 376.5551 314.8911 483.4963 295.8135 439.9685 335.0599 258.2215 319.6836 474.2749 306.0787 392.0918 351.7484 355.5107 364.7142 345.5734 527.9420 161.8365 675.0642 321.4802 330.4572 259.8326 357.0662 1402.8484 429.0316 2160.5913 984.8188 1831.9580 1681.7350 1616.4471 987.5105 379.2783 621.3900 342.3571 259.8687 382.2200 342.0765 347.8841 440.2193 456.3682 460.2927 474.6658 393.9774 401.7867 479.4069 236.0240 381.9879 272.8693 345.3443 390.4121 380.4934 1002.8644 1568.2299 2163.2571 1437.7004 450.9503 1879.7532
984.4783 1413.0026 1645.6439 326.8068 273.6210 477.5475 233.9662 312.5545 242.1934 199.8523 200.7174 328.9692 213.5186 254.8622 241.3867 229.8699 251.4720 231.1127 328.2711 114.2639 581.1208 227.1067 227.2127 212.4875 300.1039 1274.0071 344.2967 1425.1177 786.8242 1526.6200 1108.7441 1528.5350 929.3517 269.8450 620.1688 269.2019 192.4458 268.8220 251.2429 225.6643 312.6903 280.3268 286.5311 306.9930 262.3250 252.1357 327.4582 158.3661 244.2339 180.2555 253.3008 342.9395 258.8130 903.2061 1326.7317 1609.2301 1078.2848 337.4040 1460.0500
613.6639 954.7991 1044.9581 241.1681 199.4298 335.7875 165.6501 215.6237 144.6855 134.2138 134.6322 193.2758 139.7465 167.7167 177.9456 175.2409 147.2240 165.2382 181.9301 87.3688 437.5339 162.7640 151.7157 161.4279 238.3048 841.1672 247.1119 889.3184 540.9998 936.4988 668.0015 993.6270 619.0309 185.6792 437.4283 181.2360 128.8124 162.4323 176.0839 140.7773 190.2016 186.2813 187.1545 210.3021 183.5512 184.9103 207.2542 103.1974 140.6788 117.0224 182.8689 267.1181 175.2657 614.5004 888.8015 994.5654 707.7319 237.3007 910.7441
399.0553 617.4226 683.2902 183.4388 159.9247 238.3647 131.1313 149.6248 104.8790 94.8923 93.3107 121.8281 99.7458 124.7392 137.9433 134.4260 97.0434 116.0656 120.2574 64.8294 321.7315 124.8189 107.6917 116.5492 178.0938 537.8355 176.3115 568.0692 381.9505 589.5983 430.3674 628.2772 431.0523 126.0770 316.6557 138.3391 102.5839 105.7651 122.9249 94.1634 127.1409 135.1336 132.4199 152.3275 133.6117 137.2685 142.6870 71.1327 93.0727 88.4942 133.4421 192.5311 122.9193 398.5197 585.1823 613.8967 452.2735 177.0553 566.3220
252.2443 454.4700 449.3005 137.4237 114.3278 180.0016 99.5618 104.1000 75.7896 72.8417 63.7536 85.3754 74.2643 95.6110 112.7051 110.4669 60.9555 80.1441 83.8639 50.0953 250.6014 91.4638 78.7979 87.9001 138.1845 369.9146 128.8030 398.0457 254.4434 384.3439 281.2695 446.0089 287.2265 89.8598 219.4015 112.4167 69.1868 74.7361 99.1097 63.7441 93.1134 102.3543 101.2299 115.9364 104.3707 104.3125 85.9934 47.5714 62.2078 66.2514 108.4395 142.9554 90.6000 277.1236 418.9863 421.4297 320.6907 145.1896 396.7288
181.3139 336.2103 357.4472 106.0504 90.4313 142.3990 76.7792 79.7536 58.5156 54.0838 51.1015 64.8425 60.0927 80.1578 95.6406 89.5689 50.5772 67.9667 67.4584 39.4140 197.5456 72.1747 60.4970 73.7286 111.9294 286.4117 97.1916 267.5694 193.9272 288.4811 186.4744 339.6136 227.7676 68.9200 175.8911 89.7723 54.3005 56.8751 76.6448 49.8375 72.3038 82.5095 82.3761 95.9216 85.0458 84.6240 73.9408 39.0073 50.4233 51.1872 86.9009 122.0176 66.1122 216.3291 314.9901 297.3161 229.3241 119.9816 284.8247
123.3417 249.9020 252.9660 84.6971 71.8936 114.4026 63.8227 62.3119 51.6715 44.2558 42.0915 52.8512 50.8132 73.8667 90.2768 83.7380 41.5271 58.5745 55.7292 33.6252 153.4377 60.8359 48.8168 61.5047 88.6208 222.9698 85.7117 188.2030 135.7932 197.3011 130.3033 241.7883 166.3430 56.0611 138.6169 72.0466 41.9268 49.1796 65.7609 39.6124 61.5414 73.8553 70.4351 82.7992 75.5514 77.2858 64.2583 32.3451 42.8197 43.6336 71.3872 99.8126 52.7420 174.2003 243.4871 217.0152 176.5832 95.8007 205.7784
