Fp1 Fz F3 F7 FC5 FC1 C3 T7 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 CP6 CP2 FCz C4 T8 FC6 FC2 F4 F8 Fp2 AF7 AF3 Fpz F1 F5 FT7 FC3 C1 C5 CP3 CPz P1 P5 PO7 PO3 POz PO4 PO8 P6 P2 CP4 C6 C2 FC4 FT8 F6 F2 AF4 AF8 Cz AFz
1.0231 1.1287 0.7820 0.4898 0.4694 0.6592 0.2467 1.1185 0.2838 0.4926 0.6122 0.2772 0.4871 0.5398 0.9149 0.6741 0.2785 0.6579 0.3647 0.4024 0.8425 0.2786 0.6365 0.4939 0.5432 0.6733 0.7495 0.8380 0.8068 0.9210 0.9783 0.8127 0.6082 1.1957 0.6045 0.4342 0.4744 0.3278 0.7231 0.3990 0.3376 0.6483 0.3023 0.6175 0.6476 0.6493 0.4156 0.4617 0.2610 0.3308 0.3344 0.5345 0.7180 0.8411 0.8314 0.8942 0.9005 0.5850 0.9719
8.4068 9.7027 6.3612 4.7034 4.7335 5.6597 2.4904 9.5408 2.8806 4.6876 5.5264 2.5619 4.9608 4.7674 8.9928 5.9349 2.6077 5.9030 3.5156 3.9841 7.8172 2.9453 6.3545 5.0249 5.7033 6.0914 7.0616 6.7860 7.1440 7.4580 8.1646 6.7435 5.3616 10.2354 5.3764 4.1460 4.2744 3.1975 7.2387 3.5286 3.3148 6.2600 2.8429 5.9082 4.4446 5.5224 3.8356 4.2950 2.1144 3.1813 3.8244 5.6525 6.3168 8.2484 7.3103 7.6739 8.2338 6.0704 8.2405
322.4836 341.8409 202.4573 166.4921 173.9605 173.7738 71.4907 376.2903 92.6127 154.2395 185.1617 82.7906 161.1433 163.8589 308.6010 214.1478 78.5266 189.2095 106.3384 120.5927 254.4566 88.0100 204.0631 153.8516 169.3353 186.8132 228.1491 236.1203 239.0424 264.7788 295.0713 223.8802 167.2503 437.1761 162.2734 131.3397 160.7305 101.7412 227.3809 117.9000 106.5882 211.8994 88.1073 192.9871 128.9069 185.0545 118.7691 143.0034 64.5141 95.1895 113.3271 172.1650 216.0273 250.4758 245.0363 244.9851 255.5879 190.5255 283.5063
1004.5311 1088.4613 568.3287 461.6125 480.1064 490.9724 175.6779 1096.4536 239.4023 389.8763 509.5156 218.4039 411.1519 462.7614 808.3785 568.1522 222.6073 507.9552 281.3398 314.2470 754.8228 196.7594 560.9101 397.7628 438.7743 587.8898 672.9058 739.4360 653.4580 773.4288 928.3584 659.4066 459.2027 1338.7159 435.8613 336.1726 466.9146 259.9425 581.1545 317.1394 280.2330 614.1238 227.9035 535.4376 337.4115 512.3748 328.0064 398.6665 187.5512 265.6076 252.5805 447.4801 647.5500 701.6837 786.4193 786.5651 747.9267 478.5314 859.5118
999.6251 1125.6520 692.1369 408.2406 411.7835 575.0790 204.8493 799.1271 248.9417 409.6747 608.5828 241.5294 401.6222 441.0279 787.7825 503.8037 273.7407 500.0530 342.7082 361.0669 803.9050 214.9506 476.9203 443.8242 499.4266 707.8331 726.8152 883.1602 705.1066 874.8099 949.5978 761.1827 538.1432 905.2149 543.4675 343.4338 398.9849 261.5338 677.0446 364.4001 297.4081 535.3208 258.2165 559.8973 342.9373 463.2872 379.4375 465.0800 244.8493 290.6684 248.5895 497.3778 511.4346 858.4310 862.9113 948.2780 960.1857 495.6873 987.8616
874.1937 858.3387 694.3722 343.5692 342.8537 547.3643 181.0175 519.7703 213.5700 363.6974 556.5228 220.6350 313.3320 341.2259 589.5950 397.0982 229.7332 369.2300 289.2211 332.0458 672.2253 178.3996 374.0336 390.1359 459.5601 669.4960 620.9269 815.9222 691.0695 828.0450 768.0700 676.0721 544.4633 566.7324 530.2004 298.5517 303.9412 223.1101 622.9907 330.5429 263.0323 381.4112 243.7230 472.9292 308.9763 358.6112 291.0855 422.8903 211.2970 249.3824 211.2118 480.2079 360.6953 800.1438 693.3881 840.8905 926.4634 427.5778 786.5463
749.3694 663.4072 660.5241 247.7841 254.2096 494.3842 133.4503 350.0217 157.8781 277.9031 401.8704 161.2344 222.8214 251.0346 425.9714 284.9894 174.3109 256.7003 220.8077 256.0665 558.3083 131.9852 278.3458 346.5154 414.0275 664.3849 518.7849 729.4569 608.7686 737.2108 637.8911 572.6829 496.5866 355.3839 473.7422 228.7618 235.6847 169.6279 470.0336 244.3033 185.7412 255.7832 183.6815 328.4353 222.4582 241.5134 217.3363 304.0125 158.5699 190.8652 165.1075 452.6155 256.5852 761.3173 588.8246 772.5248 844.1717 328.8461 632.8887
643.2513 558.3741 545.8118 192.6342 202.2275 400.7892 100.9690 250.0035 115.3806 201.2699 278.5902 115.1722 145.4635 187.2123 307.9646 205.7669 113.5203 167.5470 148.5575 185.6300 438.2718 98.1023 196.9615 257.3181 332.0760 559.6268 387.3567 588.6764 510.2694 646.0127 535.4047 501.2000 394.6607 252.6272 378.1387 160.3792 180.0190 126.1490 333.0971 173.0588 125.3579 177.0822 132.2758 220.3945 146.8440 161.5583 141.1513 208.6092 109.0776 137.5956 118.0170 353.5667 180.4557 588.5011 513.5974 654.1727 649.2478 228.6697 557.5496
419.7362 400.3232 380.7964 134.3847 139.4599 297.2903 74.2688 173.1287 78.3167 146.2987 189.3246 75.8720 110.7581 136.7716 214.2677 142.5644 77.0568 113.9275 102.8879 137.1026 340.3774 67.7052 142.5242 192.9603 267.5864 414.0026 286.6728 442.4680 347.9269 418.8938 363.0551 348.2438 275.5851 174.9283 275.7665 127.7114 122.7001 88.5413 241.4628 116.1366 87.2497 132.4176 93.7026 152.3604 101.5020 113.2472 90.6624 146.9851 76.5780 99.7886 99.5105 264.4378 128.1421 440.9088 380.1571 485.4504 492.4040 188.3873 378.5038
306.9843 274.9417 253.1839 99.9887 105.6372 220.0944 57.0359 128.5972 54.7135 101.0935 130.5369 53.2422 78.1637 99.1072 157.5426 104.4534 53.0366 82.5876 68.5780 91.4904 256.4029 52.8896 103.1702 125.0916 206.0477 249.7640 190.0757 269.8172 252.0755 292.1116 242.9920 241.8256 181.8509 129.9793 196.0329 99.4512 90.3072 60.6236 166.6714 81.5254 60.4249 96.1568 64.4843 107.5385 72.2038 80.9833 63.0681 100.6460 51.1560 70.9276 83.0218 181.1754 95.4371 264.3957 254.1625 285.1811 310.4491 150.2119 242.4507
