Fp1 Fz F3 F7 FC5 FC1 C3 T7 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 CP6 CP2 FCz C4 T8 FC6 FC2 F4 F8 Fp2 AF7 AF3 Fpz F1 F5 FT7 FC3 C1 C5 CP3 CPz P1 P5 PO7 PO3 POz PO4 PO8 P6 P2 CP4 C6 C2 FC4 FT8 F6 F2 AF4 AF8 Cz AFz
24.1174 2.5902 3.5007 44.1328 130.9989 3.9946 2.2472 10.0798 4.7812 2.6704 2.4733 2.4512 6.0585 5.7963 5.2659 5.6489 1.4445 4.0561 2.2007 1.7255 2.7659 1.5882 3.1084 2.9952 2.2699 2.1148 3.5754 4.0033 18.1223 148.4384 3.7376 13.6649 73.7319 19.4397 9.5740 4.5488 87.7328 6.1868 2.2534 2.1460 2.8730 8.2266 5.5806 6.5326 6.5130 5.1323 2.6896 1.4529 1.4759 2.8278 1.1063 1.2753 3.7195 2.4300 3.5532 1.8749 2.9012 1.7979 22.7589
130.8807 28.6915 56.2604 151.5543 423.0509 23.1449 18.4580 72.3540 44.9020 18.7092 32.1025 36.6239 78.7580 77.5572 98.3778 88.3678 23.6002 57.4313 42.5798 16.0906 25.4635 22.2253 34.8068 54.3194 19.9023 24.1757 54.4538 34.5270 110.1614 588.8273 47.1332 64.2235 235.0233 90.6498 58.7371 20.0621 327.3271 44.6039 19.1080 34.6689 38.3459 81.5881 74.1302 98.1872 82.8227 73.5866 41.8049 17.8781 24.0583 52.8246 11.7750 16.9165 51.7874 41.1027 34.6885 32.1098 44.2560 17.7991 93.8807
957.9232 833.3384 1312.8219 1448.8782 1630.4661 383.2793 424.4981 920.1428 555.3829 383.9515 821.8299 727.2631 1446.3042 1728.4657 1769.6479 1757.9590 538.3222 1324.6881 655.5372 415.7892 616.0743 442.8488 848.3781 768.1066 422.8611 528.5704 782.9202 718.3209 1212.3575 1540.7339 822.4346 700.3306 3492.2566 789.0717 529.0982 316.6450 894.6161 534.3604 541.5631 717.2109 1041.9379 2023.4176 2137.3396 2334.3899 2267.1899 1702.6709 915.8333 483.2794 441.1656 936.8364 320.8202 395.3748 820.7446 616.2527 774.6588 597.1604 822.3245 461.4387 1033.2662
2029.3181 2223.0654 2388.0203 1890.3237 1566.3137 757.8392 794.7352 1985.5074 928.6603 836.5565 1558.5955 1255.7317 2246.3293 2307.6348 2005.2004 2252.7300 913.9895 2214.1184 1047.5291 958.8245 1584.6670 873.6420 2190.7893 995.5438 1048.4337 1111.4790 1402.9850 1466.0801 3036.5078 2481.9531 1593.6089 1528.4437 4685.0669 1547.1068 1072.6854 601.7784 1145.5481 958.9030 1270.0857 1257.3323 1844.7129 3390.5159 3302.0408 3545.5645 3500.2109 2655.9741 1416.1396 991.7854 881.3462 1589.3163 745.3438 777.7159 1236.7723 1111.1226 1950.8098 1144.6185 1516.1218 1011.9011 1685.0107
2334.3540 2224.2007 2297.7002 964.3683 931.0023 731.8143 694.0297 1460.8287 820.4066 856.7652 1405.4327 1005.9968 1456.1665 1472.8785 1367.8391 1516.0441 725.4381 1599.6801 847.9601 964.3821 1618.0948 889.0170 1703.8435 785.1824 1124.6447 1336.9922 1265.0701 1477.1056 2398.8838 2799.8816 1511.0796 1620.4569 2261.3843 1300.3666 981.4385 568.0160 985.9206 901.7841 1285.0598 1127.9724 1241.0720 2141.2395 2197.8435 2599.4744 2493.2500 1769.1993 968.7458 918.4011 911.9359 1157.7365 711.3706 824.7727 912.1630 1211.2046 2116.2336 1266.0953 1451.4471 949.8556 1449.6112
2007.1830 1564.7188 2063.2346 935.1113 750.8580 566.4073 470.4716 862.4227 512.8775 665.2764 1138.1024 736.2878 873.7745 897.8836 863.1491 921.6810 556.4665 997.5893 550.1448 697.6577 1194.8542 605.4161 1024.6271 586.1182 940.0173 1195.7002 928.6624 1259.1696 2085.8950 2272.6501 1179.4674 1417.7450 2117.0239 832.8265 843.5561 395.4981 618.4369 613.3771 1082.6680 914.7746 773.3719 1252.1777 1425.6034 1782.2280 1618.1359 1074.7949 648.5936 720.4933 619.0037 769.4418 494.4705 711.1422 597.3198 1019.7864 1605.1586 1065.3928 1212.4933 752.3133 1049.9006
1549.3375 1107.9464 1566.5648 609.6918 519.2302 454.1925 318.9873 536.2139 304.6837 493.8999 759.7621 492.7424 533.0620 596.4579 577.0851 611.1169 388.2055 585.2484 350.3338 494.5821 853.9564 420.5895 648.2078 416.7616 705.2444 935.0974 692.7596 948.6630 1549.9812 1677.8126 892.3338 1125.1820 1456.2769 553.7714 654.2852 292.1779 364.9607 386.4285 769.8030 611.4642 499.6583 790.3114 981.4580 1196.9414 1100.4541 694.7556 406.9210 496.6059 422.8219 485.4738 360.8415 583.0517 399.3271 809.5408 1125.9865 746.2338 930.7977 536.4327 665.5482
984.2031 762.2266 986.7101 427.1313 392.0487 345.2583 209.6794 331.0373 185.8642 310.0294 448.6637 301.7670 345.1973 393.1567 393.4911 425.8081 254.2829 394.9630 219.5780 331.1487 628.2697 291.1999 394.1103 312.2791 521.7161 657.4064 486.6762 692.7679 917.3414 1001.8223 605.2706 749.5671 899.0418 351.8986 469.8482 195.6621 240.9328 236.9906 516.3873 363.1265 311.7235 501.5382 648.0394 805.6517 747.5135 464.2128 273.6954 298.8292 269.1043 320.5903 259.4549 440.8189 273.0070 594.9324 768.9222 529.5058 680.1609 381.6590 408.4307
622.0160 527.0648 655.2569 407.2135 298.6006 268.8931 155.4349 218.7156 141.6536 196.8948 273.5800 209.8188 237.8792 278.5241 277.4872 302.6025 171.8460 273.0635 152.3369 211.0388 458.7308 197.7500 263.9330 218.8613 371.2368 435.5438 329.9849 510.5582 668.4990 611.1880 422.3683 527.9324 785.8979 229.9676 329.1094 142.2468 171.3965 169.3705 317.1953 225.0013 227.3843 343.6165 446.7770 551.8134 520.0554 318.0077 195.2979 182.6331 179.4862 217.0877 184.6604 304.8070 187.0259 403.3104 514.5571 371.2673 497.8993 265.3111 272.5717
446.2376 409.5524 481.1335 478.2150 265.9619 208.6347 119.2922 161.4198 104.9781 136.3519 190.6332 150.9810 189.7428 207.3096 208.4259 233.1416 132.3174 195.2414 111.5118 138.7327 355.5581 141.6120 192.3205 170.7013 275.6846 285.9802 250.4226 367.3170 525.5853 441.6628 294.5551 419.4964 749.1627 197.1776 249.8453 105.3089 136.9537 120.9972 206.7231 156.9925 174.5553 262.9908 324.9390 406.3052 400.9909 249.2027 147.3401 131.9842 124.1256 157.6470 133.5835 215.1497 143.5363 296.0654 368.6155 248.6098 362.9573 193.6968 202.2659
