Fp1 Fz F3 F7 FC5 FC1 C3 T7 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 CP6 CP2 FCz C4 T8 FC6 FC2 F4 F8 Fp2 AF7 AF3 Fpz F1 F5 FT7 FC3 C1 C5 CP3 CPz P1 P5 PO7 PO3 POz PO4 PO8 P6 P2 CP4 C6 C2 FC4 FT8 F6 F2 AF4 AF8 Cz AFz
1.4123 0.9435 0.6915 1.0051 0.5317 0.8427 0.8672 1.4126 0.5530 0.7986 1.1944 0.9111 0.6836 3.0322 1.4483 0.9577 1.0263 0.9427 0.5954 0.7930 1.5499 0.5026 1.1805 0.7956 0.5584 0.8871 0.9379 1.3228 1.7034 1.6178 2.0886 0.8327 1.2292 0.7790 0.4522 0.7281 0.5335 0.8622 1.6291 0.8300 0.7432 1.3335 5.4257 2.2554 1.6081 1.0136 0.7080 1.1648 0.6524 0.7973 0.6376 0.3664 1.2475 1.0881 0.5745 2.0103 1.6745 1.2258 1.7932
21.4278 9.9645 11.2286 17.6144 7.7720 12.6460 13.1549 29.1173 8.4313 12.3969 14.6873 13.9410 11.8870 28.7839 17.1938 13.3882 16.6261 15.5166 10.9295 11.4436 21.3860 7.4300 22.2516 13.8593 8.8494 13.5540 22.5413 23.2072 32.0416 29.3050 31.7161 8.4970 26.0135 13.3280 6.0056 8.8467 10.2138 11.9594 25.6979 14.5236 9.9516 16.1534 41.2745 23.6316 21.2290 15.0174 10.0880 16.1269 8.4977 13.3603 9.2531 5.7095 23.1418 21.5409 6.7889 48.4391 37.5253 16.1985 29.0646
473.4669 303.1274 263.9757 313.9566 177.0626 289.5265 238.9624 432.5610 194.8456 302.6768 410.8524 291.3050 240.2475 398.7914 421.8470 378.2184 323.7882 346.4149 199.6981 285.3160 544.5426 171.5626 457.9928 306.5547 196.2372 330.2222 315.7674 439.5961 521.1641 558.9525 748.5771 273.8203 406.7496 235.8107 148.6955 252.8271 210.0722 226.5181 637.7024 282.8097 269.2086 278.2261 493.2576 611.4631 576.9389 376.2328 250.0709 390.9348 210.0050 287.0511 240.2798 132.7147 449.8611 389.6630 193.7206 761.8447 582.1185 424.5828 671.7040
960.2166 750.7352 459.5480 562.3948 320.2667 484.9739 416.4651 564.5475 395.6664 681.4980 1000.7086 615.5774 401.7848 775.3230 845.4840 804.4460 565.5972 582.7676 355.7267 665.8484 926.8480 374.8830 707.8831 494.5229 337.8054 611.8550 457.0020 840.0427 809.7083 969.4223 1316.9432 695.8127 640.1617 384.0349 295.9217 571.3985 313.1075 489.4861 1376.2753 554.9019 520.8429 481.3234 952.9040 1280.4873 1171.9636 780.6430 465.0510 878.6045 480.5842 516.5455 486.5386 283.2912 730.7590 642.1190 441.2355 938.9797 868.7863 999.2090 1199.2822
911.1296 783.0995 523.8019 530.0480 325.1082 516.0499 412.9362 433.9837 395.4758 689.0428 1054.6451 612.0949 333.3579 645.7935 721.6491 672.1811 524.0644 496.8329 353.5270 708.2481 957.7300 426.6883 537.9617 438.9513 321.3805 670.3961 447.6478 904.2993 710.3201 960.7044 1189.6050 729.1277 634.7103 321.6852 295.4005 585.8352 318.8505 517.3701 1376.5508 597.0070 477.3669 411.1856 814.8638 1142.6979 965.0417 671.4980 406.8635 879.8283 566.2673 496.4199 451.9384 312.6848 534.1130 700.1151 510.4481 925.1603 856.3152 1044.2976 1137.3123
682.6180 558.7057 470.5571 395.8802 252.2608 403.8806 318.6059 276.9821 308.9853 544.1868 950.4301 472.4745 215.0157 441.5423 507.6608 488.0665 446.4959 309.3800 274.7530 579.5169 735.1475 328.8084 363.8182 344.9041 249.9885 600.7281 348.2479 744.9646 511.0700 746.0381 884.8248 540.6284 495.1458 207.7783 232.7117 445.4707 249.4028 397.4395 1154.7367 537.6966 347.6410 290.6139 605.1849 917.8028 745.2198 460.6563 297.2690 780.9925 444.6290 387.1402 345.6536 255.1701 337.7508 599.1451 459.0585 805.8295 640.1956 870.2601 841.3762
475.7216 416.3939 371.1513 300.5434 191.1764 321.1916 224.0139 184.4589 186.8467 379.1078 627.3445 283.0403 140.6890 303.4485 345.2749 325.5137 274.2903 197.9681 172.4591 396.2280 564.4814 221.1529 228.5431 233.1912 202.3930 460.7062 259.6641 517.7832 388.6038 523.6434 587.5040 400.6306 393.4997 148.5547 173.6128 331.5539 171.2837 253.3912 775.6381 356.8867 207.2353 197.1308 416.0124 625.4789 481.4930 290.7950 186.8839 502.3459 274.6857 236.1990 249.2852 192.4950 214.1948 453.3779 358.3585 568.5598 444.3355 620.8650 556.1211
330.5204 316.0894 271.9017 224.2946 147.3145 287.6797 162.6398 136.1201 138.0594 262.0755 386.6169 194.4515 103.8886 223.2118 267.3073 251.0706 191.5142 136.5956 117.1016 255.5605 470.0401 152.5623 144.4928 167.7455 170.6248 353.3464 191.4580 358.6432 283.6784 356.6403 398.7086 306.0408 289.2708 108.6938 140.5349 268.5296 131.1090 178.7065 504.5170 230.7921 144.7459 137.1289 302.3692 465.9272 372.2299 209.8885 134.0603 318.3665 180.4974 157.1703 194.7565 146.0706 141.8453 344.3964 278.1421 390.1102 325.5983 486.0725 377.8611
226.0287 264.4567 207.2997 175.6598 118.0651 235.1249 120.1818 98.6234 97.2364 173.1491 239.5794 133.5420 77.2970 152.2813 184.6139 173.3424 133.4714 94.3944 89.3648 164.0692 380.2417 114.4442 106.6823 121.7502 143.0477 270.2293 144.4841 238.4118 199.3771 248.9955 276.0169 253.1309 219.0767 85.7949 112.1859 204.6035 96.4134 124.2981 327.6192 141.3180 106.1170 99.1749 202.7292 311.5008 252.8936 142.1678 96.9955 204.0065 126.2432 114.5859 146.9857 116.4487 102.3329 257.8009 223.3822 264.1198 229.8845 362.7583 279.5726
158.9340 201.8112 149.5969 122.6807 88.4773 190.9576 89.4694 73.3730 71.8113 121.8502 168.6525 96.5984 56.8713 116.8553 137.8388 125.2329 93.8727 71.7047 64.1123 117.5752 294.1574 80.8184 77.1134 86.3505 112.9237 201.6121 98.8959 160.4073 137.6851 170.3209 193.6283 189.0363 152.2426 63.1099 89.8830 148.4079 71.8699 91.5408 224.5037 101.6263 76.5783 74.9975 153.3065 225.9880 173.4283 103.2190 71.8753 143.5616 89.7081 77.6266 107.4846 88.1153 74.3730 179.4655 176.7117 180.4599 148.5522 256.7940 194.2407
