Fp1 Fz F3 F7 FC5 FC1 C3 T7 CP5 CP1 Pz P3 P7 O1 Oz O2 P4 P8 CP6 CP2 FCz C4 T8 FC6 FC2 F4 F8 Fp2 AF7 AF3 Fpz F1 F5 FT7 FC3 C1 C5 CP3 CPz P1 P5 PO7 PO3 POz PO4 PO8 P6 P2 CP4 C6 C2 FC4 FT8 F6 F2 AF4 AF8 Cz AFz
2.6478 3.1463 3.8215 4.4028 5.2804 1.5419 2.3861 9.9436 4.0191 1.1130 2.5878 2.0870 5.8947 2.4894 2.3682 3.4054 1.5592 2.5378 2.1126 1.5215 2.7889 1.0004 2.0175 1.5832 1.5248 2.8074 7.5666 4.4313 3.7788 3.1564 4.3033 4.0367 3.3185 3.2551 1.6500 1.0824 3.7330 1.3165 2.7886 1.4089 7.2962 8.0072 2.0428 3.6813 3.9966 3.7988 3.3391 1.8618 1.0478 1.3356 1.2922 0.9280 2.7691 3.5949 2.2705 4.2183 2.0637 2.2404 4.2355
35.3685 41.2533 52.3915 67.1343 149.1784 21.6296 66.6948 266.4473 120.1240 15.7511 30.5349 41.1086 185.9393 58.4743 51.7462 75.4310 36.3237 48.4616 55.4984 15.9888 38.8397 12.8078 45.3132 39.0963 19.4611 33.5493 170.1857 55.7493 64.3473 33.4318 56.6175 41.0046 51.2592 63.4874 33.5900 12.5691 107.5101 27.4359 32.9312 20.1841 224.0178 247.0909 35.6095 49.3030 74.6660 68.3633 83.5966 22.9007 16.9341 25.5805 13.4006 10.8732 54.0392 52.2571 22.7203 68.8924 37.0359 25.9181 48.2418
650.5289 1114.3129 862.3348 898.5379 1775.1276 405.9229 874.0662 3139.0801 1554.7129 414.9812 928.3333 694.0816 2082.7861 946.0696 874.1697 1254.2826 590.5046 993.7200 795.0538 511.5921 1030.0719 373.5129 783.4910 588.0710 513.5316 825.4911 1772.8521 843.8185 1005.6754 582.2877 1080.4110 685.0256 932.3547 921.0590 572.4476 359.1186 1431.6335 473.5963 1018.5842 499.5216 2629.7397 2937.9758 798.7615 1367.6293 1542.8787 1504.0084 1254.0043 665.0209 366.3514 518.9446 441.8366 354.4524 817.3875 877.7433 739.5044 1131.8109 620.2551 820.5226 1070.5027
1677.3800 2376.9077 1341.0331 1362.8627 1696.3835 722.5365 971.1819 2733.3564 1486.7164 794.8961 1788.7700 979.4531 1743.0645 1212.3918 1210.8051 1673.6073 883.6799 1501.7725 1022.2090 1102.3981 1994.4561 769.3384 1051.8450 839.1797 1020.5558 1638.9407 1716.5502 1808.5265 1808.6307 1441.3936 2668.8333 1382.1642 1622.9337 1199.1671 883.4292 710.0585 1378.9432 770.6040 2085.0439 907.4778 2189.9785 2555.0950 1351.4788 2498.3806 2545.8306 2175.5669 1574.4832 1282.4639 686.3539 916.4052 925.8636 764.7374 1038.1919 1708.7969 1692.1788 1959.9027 1186.7164 1655.2283 2552.2341
2368.6304 2014.4856 1106.0852 941.4744 915.5452 683.1330 645.1263 1277.9966 863.1820 694.6583 1505.9200 699.0464 986.9877 895.7653 870.5810 1211.3770 665.3475 1031.7793 692.2133 1018.9982 1828.9309 611.3183 621.5720 625.9376 977.5366 1493.7893 1064.0378 2254.7515 1599.0978 2000.1221 3225.6194 1400.3353 1192.1409 683.9121 603.3139 588.3246 791.7807 631.6786 1923.8080 760.7520 1165.2704 1507.2410 1107.6272 1932.4250 2006.4626 1578.7152 1034.8748 1078.0083 593.2558 678.8166 824.9415 569.2421 607.9391 1410.3871 1639.4813 2258.0408 1209.4279 1527.0969 2852.3608
1616.0941 1303.6892 849.1078 566.3256 485.7564 523.6832 393.1393 565.9096 449.2679 489.0811 996.0544 464.9901 511.9901 559.7824 553.1406 759.0576 435.8076 690.0450 423.0607 706.9589 1320.4396 428.9240 366.6647 454.9569 721.0554 1293.7860 652.1600 1694.3850 1124.8749 1474.5327 1977.3098 1060.1952 785.9112 374.8039 409.5637 412.9196 415.4183 395.7372 1287.7892 531.4061 611.9872 800.0664 732.3124 1265.4847 1300.3604 1022.2913 667.5106 715.9783 405.6556 447.2043 564.0305 422.0121 369.4946 1134.0374 1200.4701 1792.1390 999.9665 1030.8689 1797.7073
799.6587 881.3416 607.2932 364.8928 308.0170 358.0459 246.1038 301.3652 270.6654 304.4461 627.6652 296.3200 284.9879 346.8649 357.5481 473.2112 274.4162 433.2318 267.3879 452.8268 826.0439 279.5333 234.1323 305.0322 476.9026 908.0056 414.6675 919.4180 663.6633 828.6025 985.2635 771.1141 535.5543 230.0238 295.3118 263.7809 252.5862 247.9529 820.5512 335.0560 336.8348 433.1922 463.4725 816.6296 818.2493 620.9318 409.6288 457.8294 250.8626 279.0753 378.8034 306.2662 230.9232 779.2703 842.8091 1023.9252 629.5182 666.3266 1047.4967
564.7531 633.2740 432.5327 279.6830 218.8746 266.5914 165.3792 188.8121 180.0374 191.6487 396.8082 203.4366 191.4807 243.5280 259.5818 336.1299 197.3219 299.9754 169.1764 292.3004 590.5818 190.6933 162.3232 216.0275 344.0090 654.8080 292.0802 615.4354 513.4623 569.0460 665.6885 556.9310 401.0478 156.4175 215.3201 182.6768 169.0077 161.5518 503.6227 215.0802 225.2288 288.1993 337.3740 590.2253 592.8610 431.2403 284.5803 307.3054 165.1463 184.5757 254.6448 226.2591 167.0100 555.3096 610.1848 684.8043 434.0151 443.0959 708.0724
444.9077 475.1930 325.7657 199.8208 157.9453 203.2740 114.2394 131.5467 121.6704 130.9116 284.3214 149.4925 133.1263 169.4437 182.7306 234.7075 136.7642 231.0460 124.0490 202.3327 447.0406 136.2406 121.9438 166.3214 264.0023 492.3032 218.7005 452.9739 393.7070 419.0532 484.2212 429.5851 288.2247 115.6815 161.9491 127.2933 119.1482 116.1070 358.3778 148.6855 159.4763 208.0880 237.3765 412.1208 405.2894 319.5635 209.9348 214.5332 118.4152 136.4753 182.3142 170.6402 122.9740 428.7080 456.2347 495.7180 337.2524 325.3977 484.9234
300.2980 377.5708 247.5830 150.1479 117.9068 157.4820 83.0148 95.0562 88.6161 94.9537 206.5727 114.4543 111.2821 131.7689 146.3852 185.8523 106.2363 182.1906 92.0980 147.2773 333.9653 98.4614 94.0228 132.7271 200.3787 401.8414 174.4464 337.9626 278.2065 300.3150 315.2461 348.1783 214.4282 86.8518 119.4632 92.3572 83.0973 83.1622 260.9901 110.7367 125.1208 164.3526 194.0274 327.5161 317.1457 251.1886 163.3722 159.2624 85.3886 99.2405 128.9916 136.0883 96.9899 354.1886 363.0832 390.5582 275.1290 229.3128 354.6161
